depth,width,n_params,seed,final_train_acc,final_test_acc,final_train_loss,actual_epochs,flops_per_epoch,optimization_failure,loss_ep10,loss_ep20,loss_ep30,loss_ep60,regime,budget,fixed_w,corruption,param_err_pct
4,64,63882,7,0.9993,0.7824,0.01033,114,1262080000,False,0.69516,0.50488,0.35208,0.05944,fixed_width,,64.0,0.1,
4,64,63882,17,0.9996,0.7822,0.00802,118,1262080000,False,0.69293,0.42313,0.32922,0.08133,fixed_width,,64.0,0.1,
4,64,63882,99,0.9998,0.7844,0.00954,120,1262080000,False,0.63933,0.44873,0.33401,0.10564,fixed_width,,64.0,0.1,
4,64,63882,256,0.9993,0.7902,0.01092,114,1262080000,False,0.6263,0.47508,0.35239,0.09847,fixed_width,,64.0,0.1,
4,64,63882,42,0.9955,0.6394,0.04202,120,1262080000,False,1.23611,0.97727,0.82824,0.24343,fixed_width,,64.0,0.3,
4,64,63882,123,0.9933,0.6405,0.05083,120,1262080000,False,1.23171,1.02914,0.71943,0.26844,fixed_width,,64.0,0.3,
4,64,63882,7,0.9918,0.6346,0.05038,120,1262080000,False,1.23154,1.04166,0.80703,0.22397,fixed_width,,64.0,0.3,
4,64,63882,17,0.9942,0.6493,0.04242,120,1262080000,False,1.25957,0.97297,0.66677,0.22043,fixed_width,,64.0,0.3,
4,64,63882,99,0.9941,0.6462,0.04411,120,1262080000,False,1.19193,1.00425,0.79249,0.21334,fixed_width,,64.0,0.3,
4,64,63882,256,0.9928,0.6306,0.05266,120,1262080000,False,1.22839,1.01688,0.8142,0.24259,fixed_width,,64.0,0.3,
4,64,63882,42,0.9749,0.4127,0.14634,120,1262080000,False,1.79195,1.58361,1.205,0.49435,fixed_width,,64.0,0.6,
4,64,63882,123,0.9748,0.4162,0.14043,120,1262080000,False,1.8261,1.51817,1.20234,0.51116,fixed_width,,64.0,0.6,
4,64,63882,7,0.9718,0.4001,0.15152,120,1262080000,False,1.77045,1.55586,1.11462,0.4917,fixed_width,,64.0,0.6,
4,64,63882,17,0.9773,0.4241,0.13955,120,1262080000,False,1.81939,1.49411,1.24247,0.4889,fixed_width,,64.0,0.6,
4,64,63882,99,0.9765,0.4234,0.13619,120,1262080000,False,1.80488,1.52429,1.23556,0.50078,fixed_width,,64.0,0.6,
4,64,63882,256,0.9763,0.4052,0.14253,120,1262080000,False,1.7831,1.45035,1.26185,0.47181,fixed_width,,64.0,0.6,
4,64,63882,42,0.95,0.1029,0.24776,120,1262080000,False,2.1295,1.80928,1.45961,0.71551,fixed_width,,64.0,1.0,
4,64,63882,123,0.9533,0.0993,0.23674,120,1262080000,False,2.10491,1.84142,1.52104,0.75289,fixed_width,,64.0,1.0,
4,64,63882,7,0.9563,0.1027,0.23583,120,1262080000,False,2.12103,1.84543,1.60257,0.72857,fixed_width,,64.0,1.0,
4,64,63882,17,0.9559,0.1077,0.23089,120,1262080000,False,2.12811,1.8399,1.48473,0.76182,fixed_width,,64.0,1.0,
4,64,63882,99,0.9536,0.1146,0.23508,120,1262080000,False,2.11934,1.87341,1.60494,0.68238,fixed_width,,64.0,1.0,
4,64,63882,256,0.9581,0.0952,0.22172,120,1262080000,False,2.11421,1.78086,1.51928,0.66917,fixed_width,,64.0,1.0,
6,64,72458,42,0.9921,0.8411,0.02914,46,1425920000,False,0.25878,0.18362,0.11123,,fixed_width,,64.0,0.0,
6,64,72458,123,0.999,0.8414,0.00453,73,1425920000,False,0.28578,0.13898,0.06837,0.03022,fixed_width,,64.0,0.0,
6,64,72458,7,0.9803,0.8355,0.06133,44,1425920000,False,0.26925,0.17312,0.09679,,fixed_width,,64.0,0.0,
6,64,72458,17,0.9955,0.847,0.01234,74,1425920000,False,0.28938,0.15928,0.12947,0.00862,fixed_width,,64.0,0.0,
6,64,72458,99,1.0,0.8459,0.00204,87,1425920000,False,0.29734,0.13641,0.04261,0.01451,fixed_width,,64.0,0.0,
6,64,72458,256,0.9995,0.8442,0.00381,79,1425920000,False,0.23547,0.11579,0.15494,0.01721,fixed_width,,64.0,0.0,
6,64,72458,42,0.9995,0.7992,0.00869,110,1425920000,False,0.68021,0.46853,0.40382,0.05506,fixed_width,,64.0,0.1,
6,64,72458,123,1.0,0.7897,0.00656,118,1425920000,False,0.64951,0.47863,0.40542,0.06113,fixed_width,,64.0,0.1,
6,64,72458,7,0.9999,0.7915,0.00693,116,1425920000,False,0.62375,0.53935,0.32223,0.07646,fixed_width,,64.0,0.1,
6,64,72458,17,0.9999,0.7969,0.00646,106,1425920000,False,0.68533,0.47508,0.34016,0.06112,fixed_width,,64.0,0.1,
6,64,72458,99,0.9992,0.7858,0.00843,116,1425920000,False,0.6463,0.48765,0.26819,0.05243,fixed_width,,64.0,0.1,
6,64,72458,256,0.9997,0.7881,0.0069,112,1425920000,False,0.61569,0.45976,0.31633,0.06808,fixed_width,,64.0,0.1,
6,64,72458,42,0.9932,0.6534,0.04462,110,1425920000,False,1.23831,0.98448,0.84994,0.21469,fixed_width,,64.0,0.3,
6,64,72458,123,0.9955,0.6424,0.0404,118,1425920000,False,1.20063,0.94525,0.8144,0.22904,fixed_width,,64.0,0.3,
6,64,72458,7,0.9944,0.6434,0.04046,119,1425920000,False,1.20896,0.97906,0.78813,0.27107,fixed_width,,64.0,0.3,
6,64,72458,17,0.9968,0.6634,0.03164,116,1425920000,False,1.2223,0.91956,0.75999,0.20209,fixed_width,,64.0,0.3,
6,64,72458,99,0.9933,0.65,0.04004,120,1425920000,False,1.20954,0.93141,0.66498,0.28643,fixed_width,,64.0,0.3,
6,64,72458,256,0.9952,0.6398,0.03635,116,1425920000,False,1.21768,1.02575,0.70611,0.21185,fixed_width,,64.0,0.3,
6,64,72458,42,0.9783,0.4041,0.11735,120,1425920000,False,1.79772,1.63397,1.25253,0.59532,fixed_width,,64.0,0.6,
6,64,72458,123,0.9819,0.4226,0.11668,120,1425920000,False,1.81107,1.59555,1.23038,0.49965,fixed_width,,64.0,0.6,
6,64,72458,7,0.9714,0.4262,0.13931,120,1425920000,False,1.79029,1.53336,1.2562,0.58742,fixed_width,,64.0,0.6,
6,64,72458,17,0.9805,0.434,0.11759,120,1425920000,False,1.80999,1.47615,1.30267,0.4563,fixed_width,,64.0,0.6,
6,64,72458,99,0.9697,0.4094,0.14179,120,1425920000,False,1.83908,1.44951,1.23705,0.51607,fixed_width,,64.0,0.6,
6,64,72458,256,0.9777,0.4218,0.12191,119,1425920000,False,1.81618,1.6028,1.28943,0.52818,fixed_width,,64.0,0.6,
6,64,72458,42,0.9699,0.0982,0.18714,120,1425920000,False,2.16135,1.93596,1.50478,0.64375,fixed_width,,64.0,1.0,
6,64,72458,123,0.9657,0.0974,0.20045,120,1425920000,False,2.15795,1.93174,1.65939,0.74769,fixed_width,,64.0,1.0,
6,64,72458,7,0.9636,0.1021,0.20009,120,1425920000,False,2.13642,1.86129,1.51632,0.72306,fixed_width,,64.0,1.0,
6,64,72458,17,0.9629,0.1094,0.20633,120,1425920000,False,2.13883,1.86177,1.5543,0.70907,fixed_width,,64.0,1.0,
6,64,72458,99,0.9482,0.0955,0.24787,120,1425920000,False,2.18676,1.90915,1.53458,0.74449,fixed_width,,64.0,1.0,
6,64,72458,256,0.952,0.084,0.22512,120,1425920000,False,2.16563,1.9162,1.55127,0.70877,fixed_width,,64.0,1.0,
8,64,81034,42,1.0,0.8457,0.00149,92,1589760000,False,0.31645,0.1341,0.12262,0.01247,fixed_width,,64.0,0.0,
8,64,81034,123,0.9936,0.841,0.01925,61,1589760000,False,0.27309,0.19468,0.08716,0.02097,fixed_width,,64.0,0.0,
8,64,81034,7,0.9998,0.8425,0.00186,90,1589760000,False,0.28963,0.17221,0.08646,0.01066,fixed_width,,64.0,0.0,
8,64,81034,17,0.9999,0.8396,0.00302,88,1589760000,False,0.27037,0.18754,0.07441,0.01423,fixed_width,,64.0,0.0,
8,64,81034,99,1.0,0.8386,0.00148,95,1589760000,False,0.28856,0.18619,0.07615,0.01503,fixed_width,,64.0,0.0,
8,64,81034,256,0.9998,0.8457,0.002,88,1589760000,False,0.26437,0.1556,0.12747,0.01729,fixed_width,,64.0,0.0,
8,64,81034,42,0.9996,0.789,0.00826,117,1589760000,False,0.66483,0.60624,0.43467,0.08983,fixed_width,,64.0,0.1,
8,64,81034,123,0.9994,0.8008,0.00702,116,1589760000,False,0.68317,0.53761,0.33461,0.07895,fixed_width,,64.0,0.1,
8,64,81034,7,0.9996,0.7884,0.00788,111,1589760000,False,0.68967,0.53178,0.38542,0.07103,fixed_width,,64.0,0.1,
8,64,81034,17,0.9998,0.7911,0.00753,114,1589760000,False,0.69655,0.57844,0.38336,0.09056,fixed_width,,64.0,0.1,
8,64,81034,99,0.9994,0.7946,0.00823,111,1589760000,False,0.68412,0.48642,0.44938,0.14265,fixed_width,,64.0,0.1,
8,64,81034,256,0.9987,0.7849,0.01131,120,1589760000,False,0.67915,0.49953,0.30174,0.082,fixed_width,,64.0,0.1,
8,64,81034,42,0.9916,0.6545,0.04798,120,1589760000,False,1.25046,1.00942,0.83337,0.29344,fixed_width,,64.0,0.3,
8,64,81034,123,0.9912,0.653,0.05218,120,1589760000,False,1.22379,1.0183,0.84966,0.33175,fixed_width,,64.0,0.3,
8,64,81034,7,0.9933,0.6496,0.04702,120,1589760000,False,1.24244,1.0659,0.77837,0.28092,fixed_width,,64.0,0.3,
8,64,81034,17,0.9927,0.6508,0.04488,120,1589760000,False,1.251,1.00581,0.81081,0.23666,fixed_width,,64.0,0.3,
8,64,81034,99,0.9883,0.6585,0.05932,119,1589760000,False,1.22565,0.9673,0.9122,0.30874,fixed_width,,64.0,0.3,
8,64,81034,256,0.9926,0.6398,0.04627,120,1589760000,False,1.22858,1.04437,0.73968,0.24431,fixed_width,,64.0,0.3,
8,64,81034,42,0.9645,0.4268,0.16586,120,1589760000,False,1.85257,1.59058,1.37986,0.64445,fixed_width,,64.0,0.6,
8,64,81034,123,0.9727,0.4222,0.14885,120,1589760000,False,1.847,1.60134,1.38144,0.54988,fixed_width,,64.0,0.6,
8,64,81034,7,0.9699,0.4365,0.16207,120,1589760000,False,1.83401,1.61234,1.32242,0.58173,fixed_width,,64.0,0.6,
8,64,81034,17,0.9673,0.441,0.16136,119,1589760000,False,1.80897,1.60519,1.32367,0.54854,fixed_width,,64.0,0.6,
8,64,81034,99,0.972,0.4281,0.1515,120,1589760000,False,1.82623,1.64438,1.30121,0.59518,fixed_width,,64.0,0.6,
8,64,81034,256,0.9663,0.4246,0.16021,120,1589760000,False,1.81632,1.61492,1.29346,0.6259,fixed_width,,64.0,0.6,
8,64,81034,42,0.9367,0.1041,0.28851,120,1589760000,False,2.20737,2.06623,1.78763,0.85747,fixed_width,,64.0,1.0,
8,64,81034,123,0.9427,0.0994,0.26438,120,1589760000,False,2.2209,2.0406,1.74057,0.77138,fixed_width,,64.0,1.0,
8,64,81034,7,0.9421,0.095,0.26509,116,1589760000,False,2.17799,1.95291,1.73112,0.74152,fixed_width,,64.0,1.0,
8,64,81034,17,0.9404,0.1056,0.27762,120,1589760000,False,2.18454,2.02685,1.84419,0.87525,fixed_width,,64.0,1.0,
8,64,81034,99,0.937,0.11,0.29016,120,1589760000,False,2.1866,2.00063,1.71242,0.83691,fixed_width,,64.0,1.0,
8,64,81034,256,0.9352,0.095,0.29249,120,1589760000,False,2.2228,2.0445,1.75425,0.88732,fixed_width,,64.0,1.0,
12,64,98186,42,1.0,0.8435,0.00164,102,1917440000,False,0.33539,0.2058,0.16095,0.0251,fixed_width,,64.0,0.0,
12,64,98186,123,1.0,0.8417,0.00142,102,1917440000,False,0.32341,0.2958,0.11454,0.07291,fixed_width,,64.0,0.0,
12,64,98186,7,1.0,0.8383,0.00169,99,1917440000,False,0.32192,0.22067,0.20516,0.03999,fixed_width,,64.0,0.0,
12,64,98186,17,1.0,0.8452,0.00165,104,1917440000,False,0.36978,0.17302,0.11148,0.06353,fixed_width,,64.0,0.0,
12,64,98186,99,1.0,0.8382,0.002,92,1917440000,False,0.34735,0.22407,0.16022,0.03791,fixed_width,,64.0,0.0,
12,64,98186,256,1.0,0.8406,0.00207,97,1917440000,False,0.3307,0.19636,0.13179,0.04001,fixed_width,,64.0,0.0,
12,64,98186,42,0.9969,0.784,0.02191,120,1917440000,False,0.7379,0.58266,0.43548,0.21432,fixed_width,,64.0,0.1,
12,64,98186,123,0.9965,0.7946,0.02267,119,1917440000,False,0.72792,0.59545,0.44984,0.18414,fixed_width,,64.0,0.1,
12,64,98186,7,0.9948,0.7907,0.02475,116,1917440000,False,0.7437,0.61564,0.46334,0.18313,fixed_width,,64.0,0.1,
12,64,98186,17,0.9968,0.7882,0.02336,120,1917440000,False,0.73258,0.55473,0.49202,0.17023,fixed_width,,64.0,0.1,
12,64,98186,99,0.9961,0.7918,0.02344,118,1917440000,False,0.76531,0.56748,0.44828,0.17205,fixed_width,,64.0,0.1,
12,64,98186,256,0.9937,0.7977,0.03383,120,1917440000,False,0.7446,0.63243,0.51435,0.1806,fixed_width,,64.0,0.1,
12,64,98186,42,0.9732,0.6632,0.11504,120,1917440000,False,1.32341,1.15745,1.01287,0.49446,fixed_width,,64.0,0.3,
12,64,98186,123,0.9675,0.6615,0.13517,120,1917440000,False,1.32569,1.25618,0.98357,0.52265,fixed_width,,64.0,0.3,
12,64,98186,7,0.9717,0.6723,0.12837,120,1917440000,False,1.32919,1.21305,1.01262,0.51937,fixed_width,,64.0,0.3,
12,64,98186,17,0.968,0.6648,0.13074,120,1917440000,False,1.28406,1.16431,0.9557,0.4907,fixed_width,,64.0,0.3,
12,64,98186,99,0.9664,0.6798,0.13848,120,1917440000,False,1.32129,1.14914,0.98856,0.51977,fixed_width,,64.0,0.3,
12,64,98186,256,0.9684,0.6602,0.13069,120,1917440000,False,1.30164,1.13978,0.99368,0.49174,fixed_width,,64.0,0.3,
12,64,98186,42,0.8977,0.4552,0.36914,120,1917440000,False,1.92611,1.7629,1.68487,0.98999,fixed_width,,64.0,0.6,
12,64,98186,123,0.9037,0.4601,0.3593,120,1917440000,False,1.9097,1.81218,1.64733,0.95847,fixed_width,,64.0,0.6,
12,64,98186,7,0.9084,0.451,0.33711,117,1917440000,False,1.92546,1.77065,1.64979,0.99947,fixed_width,,64.0,0.6,
12,64,98186,17,0.8967,0.4562,0.36611,119,1917440000,False,1.91129,1.7768,1.56946,0.91834,fixed_width,,64.0,0.6,
12,64,98186,99,0.9096,0.4585,0.33859,120,1917440000,False,1.91512,1.76027,1.60075,0.9405,fixed_width,,64.0,0.6,
12,64,98186,256,0.9077,0.4625,0.3467,120,1917440000,False,1.91013,1.80781,1.6398,0.97285,fixed_width,,64.0,0.6,
12,64,98186,42,0.785,0.1108,0.72698,120,1917440000,False,2.27556,2.23436,2.1548,1.54014,fixed_width,,64.0,1.0,
12,64,98186,123,0.8231,0.0872,0.61262,120,1917440000,False,2.2533,2.1792,2.07626,1.40576,fixed_width,,64.0,1.0,
12,64,98186,7,0.8228,0.0945,0.62026,120,1917440000,False,2.26989,2.21901,2.16351,1.44308,fixed_width,,64.0,1.0,
12,64,98186,17,0.8,0.1099,0.6788,119,1917440000,False,2.26327,2.20727,2.09317,1.46219,fixed_width,,64.0,1.0,
12,64,98186,99,0.7809,0.0993,0.72263,120,1917440000,False,2.27427,2.24139,2.14913,1.54229,fixed_width,,64.0,1.0,
12,64,98186,256,0.8104,0.0939,0.6809,120,1917440000,False,2.2703,2.22837,2.1384,1.52094,fixed_width,,64.0,1.0,
16,64,115338,42,0.9996,0.8419,0.00341,108,2245120000,False,0.38668,0.28725,0.18271,0.05016,fixed_width,,64.0,0.0,
16,64,115338,123,0.9998,0.842,0.00302,105,2245120000,False,0.42107,0.2474,0.15489,0.07375,fixed_width,,64.0,0.0,
16,64,115338,7,0.9994,0.8432,0.00354,104,2245120000,False,0.36512,0.26069,0.16129,0.06732,fixed_width,,64.0,0.0,
16,64,115338,17,0.9997,0.8423,0.00248,108,2245120000,False,0.36907,0.27131,0.21377,0.03493,fixed_width,,64.0,0.0,
16,64,115338,99,0.9997,0.8404,0.00277,106,2245120000,False,0.37663,0.23654,0.19104,0.06704,fixed_width,,64.0,0.0,
16,64,115338,256,0.9999,0.8448,0.0026,111,2245120000,False,0.42947,0.24774,0.19464,0.04403,fixed_width,,64.0,0.0,
16,64,115338,42,0.9842,0.7945,0.06597,120,2245120000,False,0.79542,0.66443,0.62355,0.28678,fixed_width,,64.0,0.1,
16,64,115338,123,0.9848,0.7916,0.06016,120,2245120000,False,0.82177,0.74033,0.59541,0.28523,fixed_width,,64.0,0.1,
16,64,115338,7,0.9858,0.7929,0.05449,120,2245120000,False,0.8046,0.67658,0.61438,0.33226,fixed_width,,64.0,0.1,
16,64,115338,17,0.9814,0.7931,0.07021,120,2245120000,False,0.80841,0.64377,0.58586,0.28159,fixed_width,,64.0,0.1,
16,64,115338,99,0.9845,0.7931,0.06214,120,2245120000,False,0.81741,0.70663,0.61196,0.33204,fixed_width,,64.0,0.1,
16,64,115338,256,0.9814,0.7972,0.06841,120,2245120000,False,0.83429,0.69209,0.57377,0.30585,fixed_width,,64.0,0.1,
16,64,115338,42,0.9167,0.7054,0.2973,120,2245120000,False,1.38139,1.26097,1.16274,0.76763,fixed_width,,64.0,0.3,
16,64,115338,123,0.9202,0.6795,0.27992,120,2245120000,False,1.36605,1.22574,1.11639,0.72986,fixed_width,,64.0,0.3,
16,64,115338,7,0.9237,0.6773,0.26571,120,2245120000,False,1.38064,1.23605,1.14389,0.77453,fixed_width,,64.0,0.3,
16,64,115338,17,0.9151,0.6944,0.28803,120,2245120000,False,1.33981,1.28171,1.09956,0.72129,fixed_width,,64.0,0.3,
16,64,115338,99,0.9222,0.6833,0.27398,120,2245120000,False,1.37321,1.25179,1.17278,0.73432,fixed_width,,64.0,0.3,
16,64,115338,256,0.9213,0.6747,0.27929,120,2245120000,False,1.36498,1.23542,1.11734,0.77061,fixed_width,,64.0,0.3,
16,64,115338,42,0.8001,0.4985,0.65685,120,2245120000,False,1.96648,1.87398,1.78179,1.30806,fixed_width,,64.0,0.6,
16,64,115338,123,0.7915,0.4821,0.67724,120,2245120000,False,1.95783,1.88013,1.79799,1.38723,fixed_width,,64.0,0.6,
16,64,115338,7,0.7934,0.4955,0.67185,120,2245120000,False,1.97018,1.87617,1.77947,1.33965,fixed_width,,64.0,0.6,
16,64,115338,17,0.7718,0.5116,0.71789,120,2245120000,False,1.96536,1.88044,1.78583,1.34343,fixed_width,,64.0,0.6,
16,64,115338,99,0.817,0.4681,0.6033,120,2245120000,False,1.95387,1.86167,1.7864,1.32271,fixed_width,,64.0,0.6,
16,64,115338,256,0.7958,0.5085,0.67306,120,2245120000,False,1.95724,1.86282,1.77289,1.26146,fixed_width,,64.0,0.6,
16,64,115338,42,0.5684,0.1011,1.28838,120,2245120000,False,2.29557,2.28473,2.26806,2.03056,fixed_width,,64.0,1.0,
16,64,115338,123,0.5736,0.0981,1.29049,120,2245120000,False,2.29484,2.28459,2.25739,2.0268,fixed_width,,64.0,1.0,
16,64,115338,7,0.5724,0.0944,1.28204,120,2245120000,False,2.29081,2.28199,2.26284,2.02027,fixed_width,,64.0,1.0,
16,64,115338,17,0.5926,0.1024,1.23356,120,2245120000,False,2.28962,2.28264,2.2549,1.98228,fixed_width,,64.0,1.0,
16,64,115338,99,0.5809,0.1074,1.27616,120,2245120000,False,2.29323,2.2791,2.25706,2.00321,fixed_width,,64.0,1.0,
16,64,115338,256,0.6112,0.0849,1.19136,120,2245120000,False,2.28551,2.26753,2.24031,1.94299,fixed_width,,64.0,1.0,
2,128,118794,42,0.9866,0.8468,0.04493,44,2360320000,False,0.31456,0.10303,0.07494,,fixed_width,,128.0,0.0,
2,128,118794,123,0.9975,0.8504,0.01521,62,2360320000,False,0.24279,0.12161,0.10054,0.01871,fixed_width,,128.0,0.0,
2,128,118794,7,0.954,0.8239,0.17239,48,2360320000,False,0.19694,0.13065,0.08648,,fixed_width,,128.0,0.0,
2,128,118794,17,0.9981,0.8482,0.0126,57,2360320000,False,0.19468,0.09579,0.0707,,fixed_width,,128.0,0.0,
2,128,118794,99,0.9977,0.8481,0.01426,65,2360320000,False,0.20663,0.21305,0.08559,0.01639,fixed_width,,128.0,0.0,
2,128,118794,256,0.9999,0.8481,0.00621,75,2360320000,False,0.23997,0.10861,0.09175,0.0131,fixed_width,,128.0,0.0,
2,128,118794,42,1.0,0.8072,0.00647,112,2360320000,False,0.74158,0.37808,0.23214,0.08159,fixed_width,,128.0,0.1,
2,128,118794,123,1.0,0.8089,0.00763,94,2360320000,False,0.60246,0.39937,0.18764,0.04072,fixed_width,,128.0,0.1,
2,128,118794,7,0.9998,0.8064,0.00701,109,2360320000,False,0.59733,0.49233,0.24133,0.04581,fixed_width,,128.0,0.1,
2,128,118794,17,1.0,0.8043,0.00598,101,2360320000,False,0.55471,0.3477,0.18961,0.0254,fixed_width,,128.0,0.1,
2,128,118794,99,1.0,0.7984,0.00685,100,2360320000,False,0.60185,0.39788,0.21795,0.04836,fixed_width,,128.0,0.1,
2,128,118794,256,1.0,0.8081,0.00827,98,2360320000,False,0.60565,0.39436,0.24934,0.02886,fixed_width,,128.0,0.1,
2,128,118794,42,0.9996,0.6923,0.01589,120,2360320000,False,1.22312,0.83161,0.51098,0.10457,fixed_width,,128.0,0.3,
2,128,118794,123,0.9999,0.6749,0.01576,118,2360320000,False,1.12111,0.84114,0.61898,0.13986,fixed_width,,128.0,0.3,
2,128,118794,7,0.999,0.6711,0.02001,117,2360320000,False,1.17084,0.83562,0.59327,0.11126,fixed_width,,128.0,0.3,
2,128,118794,17,1.0,0.6857,0.01391,120,2360320000,False,1.12432,0.94226,0.48813,0.09295,fixed_width,,128.0,0.3,
2,128,118794,99,0.9995,0.6762,0.01651,112,2360320000,False,1.11546,0.90287,0.58667,0.11093,fixed_width,,128.0,0.3,
2,128,118794,256,0.9996,0.6788,0.01629,114,2360320000,False,1.26889,0.92772,0.53073,0.21495,fixed_width,,128.0,0.3,
2,128,118794,42,0.9996,0.4412,0.03808,120,2360320000,False,1.72257,1.26274,0.98555,0.2248,fixed_width,,128.0,0.6,
2,128,118794,123,0.9996,0.4316,0.03723,119,2360320000,False,1.69871,1.30962,0.86904,0.22142,fixed_width,,128.0,0.6,
2,128,118794,7,0.9984,0.4244,0.04483,120,2360320000,False,1.71402,1.2847,0.95833,0.26906,fixed_width,,128.0,0.6,
2,128,118794,17,0.999,0.4584,0.03535,120,2360320000,False,1.68859,1.29978,0.91649,0.25918,fixed_width,,128.0,0.6,
2,128,118794,99,0.9989,0.4337,0.04169,120,2360320000,False,1.66634,1.37457,1.08577,0.21364,fixed_width,,128.0,0.6,
2,128,118794,256,0.9994,0.4168,0.03825,120,2360320000,False,1.73144,1.30915,0.92806,0.26884,fixed_width,,128.0,0.6,
2,128,118794,42,0.9978,0.1018,0.05904,120,2360320000,False,2.01809,1.61964,1.21288,0.38751,fixed_width,,128.0,1.0,
2,128,118794,123,0.9983,0.0998,0.05694,120,2360320000,False,2.02483,1.58167,1.35712,0.35442,fixed_width,,128.0,1.0,
2,128,118794,7,0.9977,0.0941,0.06253,120,2360320000,False,2.00911,1.66977,1.23036,0.35942,fixed_width,,128.0,1.0,
2,128,118794,17,0.9979,0.1075,0.06313,120,2360320000,False,2.02582,1.63803,1.22627,0.34959,fixed_width,,128.0,1.0,
2,128,118794,99,0.9978,0.1045,0.06738,120,2360320000,False,2.0229,1.6304,1.34874,0.39912,fixed_width,,128.0,1.0,
2,128,118794,256,0.9982,0.0955,0.06347,120,2360320000,False,2.0398,1.60814,1.29057,0.38723,fixed_width,,128.0,1.0,
4,128,152330,42,0.9998,0.8599,0.00229,80,3015680000,False,0.23483,0.09331,0.04933,0.00644,fixed_width,,128.0,0.0,
4,128,152330,123,0.9915,0.8453,0.02889,43,3015680000,False,0.18616,0.19096,0.03076,,fixed_width,,128.0,0.0,
4,128,152330,7,0.9982,0.854,0.00761,61,3015680000,False,0.18628,0.09258,0.02767,0.00617,fixed_width,,128.0,0.0,
4,128,152330,17,0.998,0.8495,0.01085,53,3015680000,False,0.21323,0.08198,0.04231,,fixed_width,,128.0,0.0,
4,128,152330,99,0.9997,0.8522,0.00437,60,3015680000,False,0.19088,0.0808,0.0425,0.00437,fixed_width,,128.0,0.0,
4,128,152330,256,0.9869,0.8459,0.04294,42,3015680000,False,0.25544,0.10785,0.03003,,fixed_width,,128.0,0.0,
4,128,152330,42,1.0,0.8099,0.0034,81,3015680000,False,0.57439,0.30118,0.18537,0.02037,fixed_width,,128.0,0.1,
4,128,152330,123,1.0,0.8104,0.0023,92,3015680000,False,0.52795,0.29337,0.17619,0.0206,fixed_width,,128.0,0.1,
4,128,152330,7,1.0,0.8079,0.00202,95,3015680000,False,0.53145,0.27061,0.14295,0.0106,fixed_width,,128.0,0.1,
4,128,152330,17,1.0,0.8084,0.00212,94,3015680000,False,0.51944,0.37407,0.19317,0.02131,fixed_width,,128.0,0.1,
4,128,152330,99,1.0,0.8065,0.00358,83,3015680000,False,0.51614,0.30809,0.12347,0.01128,fixed_width,,128.0,0.1,
4,128,152330,256,1.0,0.8108,0.00301,88,3015680000,False,0.52402,0.28906,0.1358,0.01227,fixed_width,,128.0,0.1,
4,128,152330,42,0.9999,0.6808,0.00305,105,3015680000,False,1.09708,0.65082,0.38051,0.0318,fixed_width,,128.0,0.3,
4,128,152330,123,1.0,0.6833,0.00362,92,3015680000,False,1.01821,0.69106,0.3341,0.02856,fixed_width,,128.0,0.3,
4,128,152330,7,1.0,0.6748,0.00301,104,3015680000,False,1.01505,0.62869,0.35671,0.02294,fixed_width,,128.0,0.3,
4,128,152330,17,1.0,0.6842,0.00274,99,3015680000,False,1.069,0.63238,0.40264,0.02208,fixed_width,,128.0,0.3,
4,128,152330,99,0.9999,0.6797,0.00307,101,3015680000,False,1.07729,0.61358,0.39373,0.03612,fixed_width,,128.0,0.3,
4,128,152330,256,0.9999,0.6841,0.00277,100,3015680000,False,1.08426,0.62659,0.37911,0.02506,fixed_width,,128.0,0.3,
4,128,152330,42,0.9998,0.4259,0.00481,110,3015680000,False,1.59893,1.03774,0.70444,0.0516,fixed_width,,128.0,0.6,
4,128,152330,123,0.9999,0.4407,0.00413,107,3015680000,False,1.57884,1.0955,0.58099,0.07178,fixed_width,,128.0,0.6,
4,128,152330,7,0.9999,0.4315,0.00441,115,3015680000,False,1.66001,1.02928,0.72409,0.06871,fixed_width,,128.0,0.6,
4,128,152330,17,1.0,0.4457,0.00398,108,3015680000,False,1.59952,0.99933,0.66612,0.06852,fixed_width,,128.0,0.6,
4,128,152330,99,0.9999,0.4476,0.00437,110,3015680000,False,1.58258,1.09473,0.69754,0.04169,fixed_width,,128.0,0.6,
4,128,152330,256,0.9999,0.4447,0.00364,115,3015680000,False,1.62379,1.06656,0.5749,0.05379,fixed_width,,128.0,0.6,
4,128,152330,42,0.9999,0.0973,0.00613,109,3015680000,False,1.90176,1.25131,0.73386,0.06172,fixed_width,,128.0,1.0,
4,128,152330,123,0.9999,0.0957,0.00513,112,3015680000,False,1.92448,1.37295,0.8692,0.07645,fixed_width,,128.0,1.0,
4,128,152330,7,0.9999,0.0952,0.00554,111,3015680000,False,1.97249,1.41607,0.92378,0.08438,fixed_width,,128.0,1.0,
4,128,152330,17,0.9999,0.1049,0.00559,108,3015680000,False,1.9641,1.34166,0.85619,0.07997,fixed_width,,128.0,1.0,
4,128,152330,99,0.9999,0.097,0.00542,118,3015680000,False,1.9545,1.3197,0.88934,0.07988,fixed_width,,128.0,1.0,
4,128,152330,256,1.0,0.0879,0.00535,115,3015680000,False,1.91341,1.29045,0.80136,0.09415,fixed_width,,128.0,1.0,
