depth,width,n_params,seed,final_train_acc,final_test_acc,final_train_loss,actual_epochs,flops_per_epoch,optimization_failure,loss_ep10,loss_ep20,loss_ep30,loss_ep60,regime,budget,fixed_w,corruption,param_err_pct
2,109,99091,7,0.9998,0.8031,0.0079,111,1968540000,False,0.61603,0.41574,0.24002,0.04597,iso_param,100000.0,,0.1,0.909
2,109,99091,17,0.9997,0.804,0.00811,116,1968540000,False,0.58915,0.4905,0.20441,0.05064,iso_param,100000.0,,0.1,0.909
2,109,99091,99,0.9999,0.8001,0.00815,112,1968540000,False,0.62384,0.43341,0.29197,0.04101,iso_param,100000.0,,0.1,0.909
2,109,99091,256,1.0,0.7985,0.00904,106,1968540000,False,0.58534,0.52328,0.35496,0.06164,iso_param,100000.0,,0.1,0.909
2,109,99091,42,0.9994,0.6701,0.02586,116,1968540000,False,1.17822,0.82848,0.63174,0.14128,iso_param,100000.0,,0.3,0.909
2,109,99091,123,0.9991,0.6681,0.0267,116,1968540000,False,1.18236,0.92014,0.62525,0.17928,iso_param,100000.0,,0.3,0.909
2,109,99091,7,0.9982,0.6768,0.02879,120,1968540000,False,1.13027,0.84452,0.75129,0.22594,iso_param,100000.0,,0.3,0.909
2,109,99091,17,0.9987,0.6783,0.02755,117,1968540000,False,1.15372,0.8519,0.66165,0.14114,iso_param,100000.0,,0.3,0.909
2,109,99091,99,0.9992,0.664,0.0279,115,1968540000,False,1.20917,0.94129,0.62736,0.15845,iso_param,100000.0,,0.3,0.909
2,109,99091,256,0.999,0.673,0.02607,120,1968540000,False,1.15097,0.84459,0.62935,0.13301,iso_param,100000.0,,0.3,0.909
2,109,99091,42,0.9955,0.4314,0.07065,118,1968540000,False,1.69641,1.40057,1.08703,0.36822,iso_param,100000.0,,0.6,0.909
2,109,99091,123,0.9972,0.4303,0.06847,120,1968540000,False,1.71718,1.39405,1.14705,0.36612,iso_param,100000.0,,0.6,0.909
2,109,99091,7,0.9935,0.4315,0.07683,120,1968540000,False,1.74621,1.35834,1.13383,0.36113,iso_param,100000.0,,0.6,0.909
2,109,99091,17,0.995,0.4333,0.07402,120,1968540000,False,1.74204,1.36205,1.15116,0.35759,iso_param,100000.0,,0.6,0.909
2,109,99091,99,0.9963,0.4332,0.06905,120,1968540000,False,1.73574,1.35268,1.13681,0.37531,iso_param,100000.0,,0.6,0.909
2,109,99091,256,0.9973,0.4173,0.06447,120,1968540000,False,1.71768,1.43225,1.06685,0.30937,iso_param,100000.0,,0.6,0.909
2,109,99091,42,0.992,0.0951,0.10876,120,1968540000,False,2.06303,1.70302,1.27737,0.43884,iso_param,100000.0,,1.0,0.909
2,109,99091,123,0.9942,0.1027,0.10587,120,1968540000,False,2.02654,1.73502,1.31029,0.49804,iso_param,100000.0,,1.0,0.909
2,109,99091,7,0.9914,0.0919,0.12086,120,1968540000,False,2.11337,1.7544,1.38775,0.53076,iso_param,100000.0,,1.0,0.909
2,109,99091,17,0.9925,0.1051,0.11049,120,1968540000,False,2.05498,1.72063,1.35209,0.46138,iso_param,100000.0,,1.0,0.909
2,109,99091,99,0.9906,0.1009,0.1133,120,1968540000,False,2.04695,1.72038,1.27884,0.45771,iso_param,100000.0,,1.0,0.909
2,109,99091,256,0.9938,0.0874,0.11155,120,1968540000,False,2.04692,1.84221,1.28675,0.45968,iso_param,100000.0,,1.0,0.909
4,92,99554,42,0.9984,0.8474,0.00968,71,1968800000,False,0.19135,0.15301,0.04049,0.0065,iso_param,100000.0,,0.0,0.446
4,92,99554,123,0.9862,0.8453,0.04318,43,1968800000,False,0.22729,0.13825,0.07236,,iso_param,100000.0,,0.0,0.446
4,92,99554,7,0.9741,0.8315,0.07254,36,1968800000,False,0.20509,0.11108,0.05904,,iso_param,100000.0,,0.0,0.446
4,92,99554,17,0.9834,0.8406,0.04875,39,1968800000,False,0.17902,0.14651,0.04378,,iso_param,100000.0,,0.0,0.446
4,92,99554,99,0.9844,0.8441,0.04741,42,1968800000,False,0.19522,0.09367,0.11809,,iso_param,100000.0,,0.0,0.446
4,92,99554,256,1.0,0.8489,0.00251,84,1968800000,False,0.21379,0.15569,0.0384,0.01098,iso_param,100000.0,,0.0,0.446
4,92,99554,42,1.0,0.7975,0.00315,100,1968800000,False,0.6135,0.49492,0.17803,0.02359,iso_param,100000.0,,0.1,0.446
4,92,99554,123,1.0,0.81,0.00301,104,1968800000,False,0.55726,0.36139,0.27022,0.01756,iso_param,100000.0,,0.1,0.446
4,92,99554,7,1.0,0.7977,0.0047,91,1968800000,False,0.58503,0.43872,0.19338,0.02321,iso_param,100000.0,,0.1,0.446
4,92,99554,17,1.0,0.8029,0.00318,98,1968800000,False,0.58117,0.36841,0.22771,0.02464,iso_param,100000.0,,0.1,0.446
4,92,99554,99,1.0,0.7984,0.00303,101,1968800000,False,0.60294,0.37918,0.22201,0.02238,iso_param,100000.0,,0.1,0.446
4,92,99554,256,1.0,0.8025,0.00298,99,1968800000,False,0.61433,0.36447,0.21044,0.02651,iso_param,100000.0,,0.1,0.446
4,92,99554,42,0.9997,0.6586,0.00813,112,1968800000,False,1.10854,0.85747,0.52127,0.07618,iso_param,100000.0,,0.3,0.446
4,92,99554,123,1.0,0.6513,0.0074,113,1968800000,False,1.1139,0.84868,0.6192,0.07502,iso_param,100000.0,,0.3,0.446
4,92,99554,7,0.9999,0.653,0.00834,112,1968800000,False,1.14817,0.91705,0.53911,0.10271,iso_param,100000.0,,0.3,0.446
4,92,99554,17,1.0,0.6659,0.00677,113,1968800000,False,1.10731,0.77376,0.59217,0.08092,iso_param,100000.0,,0.3,0.446
4,92,99554,99,0.9999,0.6534,0.00665,119,1968800000,False,1.16177,0.89487,0.54107,0.0654,iso_param,100000.0,,0.3,0.446
4,92,99554,256,0.9998,0.6523,0.00814,115,1968800000,False,1.14176,0.86689,0.59304,0.0762,iso_param,100000.0,,0.3,0.446
4,92,99554,42,0.9996,0.4107,0.01863,119,1968800000,False,1.67945,1.28923,0.88457,0.17962,iso_param,100000.0,,0.6,0.446
4,92,99554,123,0.9992,0.4139,0.02191,120,1968800000,False,1.71979,1.36794,0.95011,0.20183,iso_param,100000.0,,0.6,0.446
4,92,99554,7,0.9991,0.4022,0.02425,119,1968800000,False,1.70649,1.35569,0.86518,0.22559,iso_param,100000.0,,0.6,0.446
4,92,99554,17,0.9992,0.4292,0.02087,120,1968800000,False,1.69048,1.34255,0.83644,0.15748,iso_param,100000.0,,0.6,0.446
4,92,99554,99,0.9996,0.4229,0.02056,120,1968800000,False,1.68677,1.25729,0.98726,0.18274,iso_param,100000.0,,0.6,0.446
4,92,99554,256,0.9998,0.4109,0.01878,120,1968800000,False,1.7232,1.30712,0.90582,0.24466,iso_param,100000.0,,0.6,0.446
4,92,99554,42,0.998,0.098,0.03659,119,1968800000,False,2.08104,1.67481,1.20657,0.28375,iso_param,100000.0,,1.0,0.446
4,92,99554,123,0.9982,0.0939,0.03567,120,1968800000,False,2.07344,1.55183,1.10018,0.26108,iso_param,100000.0,,1.0,0.446
4,92,99554,7,0.9983,0.0979,0.03686,120,1968800000,False,2.03899,1.58267,1.16387,0.35603,iso_param,100000.0,,1.0,0.446
4,92,99554,17,0.9985,0.1044,0.03406,120,1968800000,False,2.01114,1.56748,1.15569,0.2506,iso_param,100000.0,,1.0,0.446
4,92,99554,99,0.9978,0.1004,0.03899,120,1968800000,False,2.04043,1.69652,1.21122,0.32593,iso_param,100000.0,,1.0,0.446
4,92,99554,256,0.9995,0.0929,0.03085,120,1968800000,False,2.00723,1.56638,1.08244,0.28818,iso_param,100000.0,,1.0,0.446
6,81,98587,42,0.984,0.8425,0.05014,45,1942380000,False,0.25859,0.13092,0.0779,,iso_param,100000.0,,0.0,1.413
6,81,98587,123,0.9995,0.8496,0.0054,68,1942380000,False,0.22386,0.11685,0.12844,0.01421,iso_param,100000.0,,0.0,1.413
6,81,98587,7,1.0,0.8459,0.0016,90,1942380000,False,0.22869,0.14483,0.05153,0.01105,iso_param,100000.0,,0.0,1.413
6,81,98587,17,0.9955,0.8438,0.01275,68,1942380000,False,0.24174,0.11857,0.1627,0.01316,iso_param,100000.0,,0.0,1.413
6,81,98587,99,1.0,0.851,0.00136,82,1942380000,False,0.20895,0.22134,0.06814,0.00983,iso_param,100000.0,,0.0,1.413
6,81,98587,256,0.9997,0.8463,0.00231,89,1942380000,False,0.26758,0.09852,0.10585,0.03886,iso_param,100000.0,,0.0,1.413
6,81,98587,42,1.0,0.8001,0.00325,104,1942380000,False,0.64001,0.40565,0.22854,0.03474,iso_param,100000.0,,0.1,1.413
6,81,98587,123,1.0,0.8047,0.00278,98,1942380000,False,0.66307,0.40651,0.32584,0.02353,iso_param,100000.0,,0.1,1.413
6,81,98587,7,1.0,0.8004,0.00327,104,1942380000,False,0.61513,0.40314,0.22477,0.03802,iso_param,100000.0,,0.1,1.413
6,81,98587,17,1.0,0.8024,0.00298,100,1942380000,False,0.62436,0.38917,0.22449,0.03921,iso_param,100000.0,,0.1,1.413
6,81,98587,99,1.0,0.8,0.00363,101,1942380000,False,0.61653,0.48847,0.28787,0.0268,iso_param,100000.0,,0.1,1.413
6,81,98587,256,1.0,0.7964,0.00316,100,1942380000,False,0.62746,0.37266,0.24583,0.0248,iso_param,100000.0,,0.1,1.413
6,81,98587,42,0.9996,0.6638,0.01041,119,1942380000,False,1.18873,0.92234,0.577,0.08904,iso_param,100000.0,,0.3,1.413
6,81,98587,123,0.9997,0.6666,0.00853,110,1942380000,False,1.17373,0.90721,0.60105,0.09936,iso_param,100000.0,,0.3,1.413
6,81,98587,7,0.9988,0.6551,0.01168,118,1942380000,False,1.16693,0.95049,0.61746,0.15465,iso_param,100000.0,,0.3,1.413
6,81,98587,17,0.9999,0.6718,0.00737,115,1942380000,False,1.09616,0.94323,0.6822,0.1489,iso_param,100000.0,,0.3,1.413
6,81,98587,99,0.9998,0.6712,0.00988,120,1942380000,False,1.18156,0.93784,0.69624,0.11662,iso_param,100000.0,,0.3,1.413
6,81,98587,256,0.9997,0.6502,0.00955,115,1942380000,False,1.16952,0.91815,0.62156,0.14485,iso_param,100000.0,,0.3,1.413
6,81,98587,42,0.9976,0.4175,0.03479,119,1942380000,False,1.71719,1.40949,1.03606,0.29668,iso_param,100000.0,,0.6,1.413
6,81,98587,123,0.9986,0.422,0.02571,120,1942380000,False,1.73859,1.36233,1.01931,0.2786,iso_param,100000.0,,0.6,1.413
6,81,98587,7,0.9975,0.4044,0.03507,117,1942380000,False,1.79884,1.4297,1.01531,0.30283,iso_param,100000.0,,0.6,1.413
6,81,98587,17,0.9986,0.4315,0.02614,117,1942380000,False,1.76249,1.38926,0.9527,0.20627,iso_param,100000.0,,0.6,1.413
6,81,98587,99,0.9958,0.4291,0.03368,120,1942380000,False,1.73895,1.4772,1.00908,0.34045,iso_param,100000.0,,0.6,1.413
6,81,98587,256,0.9985,0.422,0.02889,119,1942380000,False,1.74798,1.4219,1.03745,0.24651,iso_param,100000.0,,0.6,1.413
6,81,98587,42,0.9976,0.1004,0.04783,120,1942380000,False,2.10234,1.73023,1.31848,0.36755,iso_param,100000.0,,1.0,1.413
6,81,98587,123,0.9962,0.0968,0.05028,120,1942380000,False,2.10554,1.68931,1.31744,0.39303,iso_param,100000.0,,1.0,1.413
6,81,98587,7,0.9956,0.0924,0.04949,118,1942380000,False,2.10488,1.74395,1.34767,0.32045,iso_param,100000.0,,1.0,1.413
6,81,98587,17,0.9963,0.1052,0.05123,120,1942380000,False,2.11203,1.77654,1.28818,0.36332,iso_param,100000.0,,1.0,1.413
6,81,98587,99,0.9949,0.099,0.05527,120,1942380000,False,2.08072,1.74147,1.29847,0.34321,iso_param,100000.0,,1.0,1.413
6,81,98587,256,0.9937,0.0995,0.05814,120,1942380000,False,2.09291,1.71061,1.29589,0.35991,iso_param,100000.0,,1.0,1.413
8,74,98874,42,1.0,0.8458,0.0015,91,1941760000,False,0.24916,0.117,0.08991,0.03311,iso_param,100000.0,,0.0,1.126
8,74,98874,123,0.9577,0.8179,0.13865,43,1941760000,False,0.23308,0.14784,0.08348,,iso_param,100000.0,,0.0,1.126
8,74,98874,7,0.9827,0.8326,0.05184,58,1941760000,False,0.26556,0.23587,0.09193,,iso_param,100000.0,,0.0,1.126
8,74,98874,17,1.0,0.8455,0.00157,87,1941760000,False,0.2237,0.10137,0.06572,0.01674,iso_param,100000.0,,0.0,1.126
8,74,98874,99,1.0,0.8503,0.00109,90,1941760000,False,0.22717,0.14591,0.09487,0.02846,iso_param,100000.0,,0.0,1.126
8,74,98874,256,0.9792,0.838,0.06456,43,1941760000,False,0.282,0.2762,0.10402,,iso_param,100000.0,,0.0,1.126
8,74,98874,42,0.9999,0.7983,0.00498,103,1941760000,False,0.66866,0.49853,0.28396,0.05964,iso_param,100000.0,,0.1,1.126
8,74,98874,123,0.9999,0.7974,0.00383,105,1941760000,False,0.65522,0.39867,0.36218,0.06255,iso_param,100000.0,,0.1,1.126
8,74,98874,7,0.9999,0.793,0.0035,107,1941760000,False,0.62389,0.39804,0.28549,0.04718,iso_param,100000.0,,0.1,1.126
8,74,98874,17,0.9998,0.7974,0.00424,103,1941760000,False,0.62706,0.42357,0.35374,0.03973,iso_param,100000.0,,0.1,1.126
8,74,98874,99,1.0,0.7914,0.00384,108,1941760000,False,0.62617,0.4216,0.51263,0.04805,iso_param,100000.0,,0.1,1.126
8,74,98874,256,1.0,0.793,0.00403,107,1941760000,False,0.72975,0.46622,0.36257,0.09708,iso_param,100000.0,,0.1,1.126
8,74,98874,42,0.9979,0.6664,0.01838,120,1941760000,False,1.19062,1.00164,0.71291,0.21168,iso_param,100000.0,,0.3,1.126
8,74,98874,123,0.999,0.6649,0.0202,115,1941760000,False,1.22726,0.92548,0.71422,0.19526,iso_param,100000.0,,0.3,1.126
8,74,98874,7,0.9962,0.6624,0.02699,117,1941760000,False,1.22284,0.99959,0.71513,0.23029,iso_param,100000.0,,0.3,1.126
8,74,98874,17,0.9984,0.6587,0.0181,120,1941760000,False,1.18968,0.92927,0.78022,0.1892,iso_param,100000.0,,0.3,1.126
8,74,98874,99,0.9971,0.6676,0.02204,120,1941760000,False,1.21021,0.93821,0.70736,0.18619,iso_param,100000.0,,0.3,1.126
8,74,98874,256,0.9993,0.6442,0.0161,118,1941760000,False,1.17419,0.94059,0.72881,0.26343,iso_param,100000.0,,0.3,1.126
8,74,98874,42,0.9899,0.4137,0.06748,120,1941760000,False,1.82046,1.48798,1.13558,0.38925,iso_param,100000.0,,0.6,1.126
8,74,98874,123,0.9954,0.4276,0.05241,120,1941760000,False,1.79602,1.52551,1.22693,0.35609,iso_param,100000.0,,0.6,1.126
8,74,98874,7,0.991,0.4159,0.06191,118,1941760000,False,1.80275,1.59774,1.25489,0.38913,iso_param,100000.0,,0.6,1.126
8,74,98874,17,0.9892,0.4255,0.06765,120,1941760000,False,1.806,1.50356,1.21864,0.41701,iso_param,100000.0,,0.6,1.126
8,74,98874,99,0.9904,0.4246,0.06811,120,1941760000,False,1.77906,1.55301,1.17099,0.48679,iso_param,100000.0,,0.6,1.126
8,74,98874,256,0.9903,0.4207,0.06974,118,1941760000,False,1.79153,1.549,1.13993,0.42338,iso_param,100000.0,,0.6,1.126
8,74,98874,42,0.9752,0.1094,0.1442,112,1941760000,False,2.1729,1.89602,1.54172,0.64317,iso_param,100000.0,,1.0,1.126
8,74,98874,123,0.9761,0.095,0.13874,120,1941760000,False,2.1571,1.9406,1.60248,0.59071,iso_param,100000.0,,1.0,1.126
8,74,98874,7,0.9849,0.0944,0.11014,120,1941760000,False,2.16619,1.89875,1.61557,0.59761,iso_param,100000.0,,1.0,1.126
8,74,98874,17,0.9797,0.1069,0.13044,120,1941760000,False,2.17675,1.91494,1.5199,0.58741,iso_param,100000.0,,1.0,1.126
8,74,98874,99,0.9778,0.1014,0.13205,120,1941760000,False,2.15877,1.98055,1.60524,0.68465,iso_param,100000.0,,1.0,1.126
8,74,98874,256,0.9813,0.0956,0.12862,120,1941760000,False,2.15707,1.89154,1.5291,0.58804,iso_param,100000.0,,1.0,1.126
12,64,98186,42,1.0,0.8435,0.00164,102,1917440000,False,0.33539,0.2058,0.16095,0.0251,iso_param,100000.0,,0.0,1.814
12,64,98186,123,1.0,0.8417,0.00142,102,1917440000,False,0.32341,0.2958,0.11454,0.07291,iso_param,100000.0,,0.0,1.814
12,64,98186,7,1.0,0.8383,0.00169,99,1917440000,False,0.32192,0.22067,0.20516,0.03999,iso_param,100000.0,,0.0,1.814
12,64,98186,17,1.0,0.8452,0.00165,104,1917440000,False,0.36978,0.17302,0.11148,0.06353,iso_param,100000.0,,0.0,1.814
12,64,98186,99,1.0,0.8382,0.002,92,1917440000,False,0.34735,0.22407,0.16022,0.03791,iso_param,100000.0,,0.0,1.814
12,64,98186,256,1.0,0.8406,0.00207,97,1917440000,False,0.3307,0.19636,0.13179,0.04001,iso_param,100000.0,,0.0,1.814
12,64,98186,42,0.9969,0.784,0.02191,120,1917440000,False,0.7379,0.58266,0.43548,0.21432,iso_param,100000.0,,0.1,1.814
12,64,98186,123,0.9965,0.7946,0.02267,119,1917440000,False,0.72792,0.59545,0.44984,0.18414,iso_param,100000.0,,0.1,1.814
12,64,98186,7,0.9948,0.7907,0.02475,116,1917440000,False,0.7437,0.61564,0.46334,0.18313,iso_param,100000.0,,0.1,1.814
12,64,98186,17,0.9968,0.7882,0.02336,120,1917440000,False,0.73258,0.55473,0.49202,0.17023,iso_param,100000.0,,0.1,1.814
12,64,98186,99,0.9961,0.7918,0.02344,118,1917440000,False,0.76531,0.56748,0.44828,0.17205,iso_param,100000.0,,0.1,1.814
12,64,98186,256,0.9937,0.7977,0.03383,120,1917440000,False,0.7446,0.63243,0.51435,0.1806,iso_param,100000.0,,0.1,1.814
12,64,98186,42,0.9732,0.6632,0.11504,120,1917440000,False,1.32341,1.15745,1.01287,0.49446,iso_param,100000.0,,0.3,1.814
12,64,98186,123,0.9675,0.6615,0.13517,120,1917440000,False,1.32569,1.25618,0.98357,0.52265,iso_param,100000.0,,0.3,1.814
12,64,98186,7,0.9717,0.6723,0.12837,120,1917440000,False,1.32919,1.21305,1.01262,0.51937,iso_param,100000.0,,0.3,1.814
12,64,98186,17,0.968,0.6648,0.13074,120,1917440000,False,1.28406,1.16431,0.9557,0.4907,iso_param,100000.0,,0.3,1.814
12,64,98186,99,0.9664,0.6798,0.13848,120,1917440000,False,1.32129,1.14914,0.98856,0.51977,iso_param,100000.0,,0.3,1.814
12,64,98186,256,0.9684,0.6602,0.13069,120,1917440000,False,1.30164,1.13978,0.99368,0.49174,iso_param,100000.0,,0.3,1.814
12,64,98186,42,0.8977,0.4552,0.36914,120,1917440000,False,1.92611,1.7629,1.68487,0.98999,iso_param,100000.0,,0.6,1.814
12,64,98186,123,0.9037,0.4601,0.3593,120,1917440000,False,1.9097,1.81218,1.64733,0.95847,iso_param,100000.0,,0.6,1.814
12,64,98186,7,0.9084,0.451,0.33711,117,1917440000,False,1.92546,1.77065,1.64979,0.99947,iso_param,100000.0,,0.6,1.814
12,64,98186,17,0.8967,0.4562,0.36611,119,1917440000,False,1.91129,1.7768,1.56946,0.91834,iso_param,100000.0,,0.6,1.814
12,64,98186,99,0.9096,0.4585,0.33859,120,1917440000,False,1.91512,1.76027,1.60075,0.9405,iso_param,100000.0,,0.6,1.814
12,64,98186,256,0.9077,0.4625,0.3467,120,1917440000,False,1.91013,1.80781,1.6398,0.97285,iso_param,100000.0,,0.6,1.814
12,64,98186,42,0.785,0.1108,0.72698,120,1917440000,False,2.27556,2.23436,2.1548,1.54014,iso_param,100000.0,,1.0,1.814
12,64,98186,123,0.8231,0.0872,0.61262,120,1917440000,False,2.2533,2.1792,2.07626,1.40576,iso_param,100000.0,,1.0,1.814
12,64,98186,7,0.8228,0.0945,0.62026,120,1917440000,False,2.26989,2.21901,2.16351,1.44308,iso_param,100000.0,,1.0,1.814
12,64,98186,17,0.8,0.1099,0.6788,119,1917440000,False,2.26327,2.20727,2.09317,1.46219,iso_param,100000.0,,1.0,1.814
12,64,98186,99,0.7809,0.0993,0.72263,120,1917440000,False,2.27427,2.24139,2.14913,1.54229,iso_param,100000.0,,1.0,1.814
12,64,98186,256,0.8104,0.0939,0.6809,120,1917440000,False,2.2703,2.22837,2.1384,1.52094,iso_param,100000.0,,1.0,1.814
16,58,99306,42,0.9991,0.8367,0.00496,111,1930240000,False,0.40927,0.27859,0.19386,0.05444,iso_param,100000.0,,0.0,0.694
16,58,99306,123,0.9991,0.8408,0.00637,113,1930240000,False,0.43339,0.24255,0.19099,0.06085,iso_param,100000.0,,0.0,0.694
16,58,99306,7,0.9975,0.8338,0.01052,86,1930240000,False,0.41284,0.25116,0.18712,0.04875,iso_param,100000.0,,0.0,0.694
16,58,99306,17,0.9994,0.8399,0.00446,108,1930240000,False,0.41929,0.28934,0.18086,0.08675,iso_param,100000.0,,0.0,0.694
16,58,99306,99,0.9994,0.8465,0.00395,110,1930240000,False,0.422,0.27264,0.20593,0.13884,iso_param,100000.0,,0.0,0.694
16,58,99306,256,0.9995,0.8347,0.00388,106,1930240000,False,0.38486,0.30051,0.15798,0.06291,iso_param,100000.0,,0.0,0.694
16,58,99306,42,0.9685,0.7886,0.10995,120,1930240000,False,0.84916,0.73933,0.59225,0.33569,iso_param,100000.0,,0.1,0.694
16,58,99306,123,0.974,0.7876,0.09806,120,1930240000,False,0.81912,0.68522,0.60955,0.37044,iso_param,100000.0,,0.1,0.694
16,58,99306,7,0.9741,0.7935,0.09745,120,1930240000,False,0.81302,0.67626,0.61605,0.34779,iso_param,100000.0,,0.1,0.694
16,58,99306,17,0.9757,0.7884,0.09123,118,1930240000,False,0.83334,0.70476,0.54717,0.32534,iso_param,100000.0,,0.1,0.694
16,58,99306,99,0.9735,0.7952,0.09285,120,1930240000,False,0.82311,0.70466,0.60044,0.32147,iso_param,100000.0,,0.1,0.694
16,58,99306,256,0.9742,0.7902,0.09654,120,1930240000,False,0.81278,0.67235,0.59402,0.30057,iso_param,100000.0,,0.1,0.694
16,58,99306,42,0.8806,0.6987,0.40531,120,1930240000,False,1.40209,1.27874,1.19404,0.82664,iso_param,100000.0,,0.3,0.694
16,58,99306,123,0.8931,0.6834,0.36624,120,1930240000,False,1.40929,1.32075,1.18621,0.81151,iso_param,100000.0,,0.3,0.694
16,58,99306,7,0.9011,0.6934,0.33594,120,1930240000,False,1.39823,1.25568,1.15934,0.80775,iso_param,100000.0,,0.3,0.694
16,58,99306,17,0.8917,0.6998,0.35604,120,1930240000,False,1.36784,1.26147,1.21707,0.85404,iso_param,100000.0,,0.3,0.694
16,58,99306,99,0.8998,0.6979,0.33843,120,1930240000,False,1.38157,1.27049,1.17776,0.78516,iso_param,100000.0,,0.3,0.694
16,58,99306,256,0.8899,0.6812,0.37433,120,1930240000,False,1.39208,1.29119,1.16829,0.76398,iso_param,100000.0,,0.3,0.694
16,58,99306,42,0.7525,0.5018,0.7808,120,1930240000,False,1.96912,1.88452,1.79021,1.37739,iso_param,100000.0,,0.6,0.694
16,58,99306,123,0.7344,0.516,0.85636,120,1930240000,False,1.96862,1.90698,1.81827,1.44343,iso_param,100000.0,,0.6,0.694
16,58,99306,7,0.7406,0.5082,0.82402,120,1930240000,False,1.97827,1.89966,1.81722,1.42396,iso_param,100000.0,,0.6,0.694
16,58,99306,17,0.7472,0.5167,0.80463,120,1930240000,False,1.97804,1.90328,1.81573,1.40162,iso_param,100000.0,,0.6,0.694
16,58,99306,99,0.7496,0.5169,0.80155,120,1930240000,False,1.97371,1.88558,1.80159,1.41692,iso_param,100000.0,,0.6,0.694
16,58,99306,256,0.7412,0.5232,0.8363,120,1930240000,False,1.96757,1.89207,1.83947,1.47951,iso_param,100000.0,,0.6,0.694
16,58,99306,42,0.499,0.1055,1.46371,120,1930240000,False,2.29802,2.28625,2.27409,2.07708,iso_param,100000.0,,1.0,0.694
16,58,99306,123,0.463,0.1051,1.55432,120,1930240000,False,2.29542,2.28694,2.27926,2.12786,iso_param,100000.0,,1.0,0.694
16,58,99306,7,0.5216,0.1002,1.38758,120,1930240000,False,2.29518,2.28398,2.26213,2.02192,iso_param,100000.0,,1.0,0.694
16,58,99306,17,0.5063,0.1156,1.46369,120,1930240000,False,2.29194,2.28228,2.27342,2.0846,iso_param,100000.0,,1.0,0.694
16,58,99306,99,0.5155,0.1015,1.42578,120,1930240000,False,2.29652,2.28781,2.27036,2.08044,iso_param,100000.0,,1.0,0.694
16,58,99306,256,0.4991,0.0922,1.47595,120,1930240000,False,2.2919,2.28154,2.26707,2.09781,iso_param,100000.0,,1.0,0.694
2,199,198811,42,0.9849,0.8413,0.04188,68,3952140000,False,0.21675,0.11717,0.07554,0.00785,iso_param,200000.0,,0.0,0.5945
2,199,198811,123,0.992,0.8435,0.03312,53,3952140000,False,0.16891,0.29971,0.06665,,iso_param,200000.0,,0.0,0.5945
2,199,198811,7,0.9975,0.8594,0.01174,58,3952140000,False,0.24695,0.13223,0.24955,,iso_param,200000.0,,0.0,0.5945
2,199,198811,17,0.9867,0.8499,0.04351,48,3952140000,False,0.20502,0.08298,0.04427,,iso_param,200000.0,,0.0,0.5945
2,199,198811,99,0.9896,0.8549,0.03792,43,3952140000,False,0.24019,0.0878,0.03388,,iso_param,200000.0,,0.0,0.5945
2,199,198811,256,0.9782,0.8403,0.06162,49,3952140000,False,0.20327,0.13921,0.32168,,iso_param,200000.0,,0.0,0.5945
2,199,198811,42,0.9486,0.77,0.16758,45,3952140000,False,0.55986,0.36332,0.13648,,iso_param,200000.0,,0.1,0.5945
2,199,198811,123,1.0,0.8241,0.00427,93,3952140000,False,0.51852,0.42285,0.18104,0.03928,iso_param,200000.0,,0.1,0.5945
2,199,198811,7,1.0,0.8114,0.00368,107,3952140000,False,0.58836,0.35302,0.1578,0.01812,iso_param,200000.0,,0.1,0.5945
2,199,198811,17,0.9998,0.8154,0.00892,76,3952140000,False,0.51653,0.351,0.18756,0.02346,iso_param,200000.0,,0.1,0.5945
2,199,198811,99,1.0,0.8157,0.00474,93,3952140000,False,0.51778,0.40376,0.18846,0.02302,iso_param,200000.0,,0.1,0.5945
2,199,198811,256,0.9988,0.808,0.01416,75,3952140000,False,0.62742,0.35403,0.30661,0.01703,iso_param,200000.0,,0.1,0.5945
2,199,198811,42,0.9999,0.7027,0.00744,107,3952140000,False,1.03381,0.73749,0.37711,0.0379,iso_param,200000.0,,0.3,0.5945
2,199,198811,123,1.0,0.7009,0.00815,99,3952140000,False,1.09882,0.9887,0.38409,0.04917,iso_param,200000.0,,0.3,0.5945
2,199,198811,7,1.0,0.6956,0.00956,96,3952140000,False,1.04004,0.64106,0.47931,0.07091,iso_param,200000.0,,0.3,0.5945
2,199,198811,17,1.0,0.7127,0.007,109,3952140000,False,1.06858,0.72197,0.45412,0.04353,iso_param,200000.0,,0.3,0.5945
2,199,198811,99,1.0,0.6986,0.00769,104,3952140000,False,1.0203,0.80807,0.36657,0.05014,iso_param,200000.0,,0.3,0.5945
2,199,198811,256,1.0,0.6864,0.00752,106,3952140000,False,1.16757,0.62188,0.48649,0.03921,iso_param,200000.0,,0.3,0.5945
2,199,198811,42,0.9999,0.4654,0.01179,114,3952140000,False,1.67507,1.19119,0.76676,0.10205,iso_param,200000.0,,0.6,0.5945
2,199,198811,123,0.9999,0.4559,0.01073,120,3952140000,False,1.62112,1.18785,0.65886,0.10146,iso_param,200000.0,,0.6,0.5945
2,199,198811,7,0.9999,0.4475,0.01293,120,3952140000,False,1.60098,1.16348,1.01982,0.12729,iso_param,200000.0,,0.6,0.5945
2,199,198811,17,1.0,0.4739,0.01157,113,3952140000,False,1.60652,1.10959,0.70518,0.09472,iso_param,200000.0,,0.6,0.5945
